name,spoken_times,total_words,average_speach_rate,average_time_taken,number_questions
Sergiu,3,11,0.5905138582027087,6.144714500000797,0
Andu,2,18,1.7287001705295804,5.626403099999152,1
Malta,1,4,0.6266030071429477,6.383627200000774,0
